AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation
17,M,Guatemala,5/11/2018,5/12/2018,5/14/2018,"Phoenix, AZ  (PHO)",Catholic Charities Boystown,Reunited with Sep Parent,DISCHARGED,6/9/2018,Zero Tolerance Policy
15,F,Guatemala,5/11/2018,5/12/2018,5/15/2018,"Phoenix, AZ  (PHO)",Childrens Village Shelter,Reunited with Sep Parent,DISCHARGED,8/24/2018,Zero Tolerance Policy
15,M,Guatemala,5/11/2018,5/12/2018,5/15/2018,"Phoenix, AZ  (PHO)",Childrens Village Shelter,Discharged Under other approp circumstances,DISCHARGED,8/22/2018,Zero Tolerance Policy
9,M,Guatemala,5/11/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Leake and Watts TFC,Still in Care,ADMITTED,,Zero Tolerance Policy
11,F,Guatemala,5/11/2018,5/12/2018,5/15/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/23/2018,Zero Tolerance Policy
15,M,Guatemala,5/11/2018,5/12/2018,5/15/2018,"Phoenix, AZ  (PHO)",Childrens Village Shelter,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy
10,M,Guatemala,5/11/2018,5/12/2018,5/13/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,9/24/2018,Zero Tolerance Policy
14,M,Guatemala,5/11/2018,5/12/2018,5/13/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Lighthouse,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
13,F,Guatemala,5/11/2018,5/12/2018,5/15/2018,"Phoenix, AZ  (PHO)",MercyFirst,Reunited with Sep Parent,DISCHARGED,9/21/2018,Zero Tolerance Policy
4,F,Guatemala,5/12/2018,5/12/2018,5/15/2018,"Phoenix, AZ  (PHO)",BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy
16,M,Guatemala,5/12/2018,5/12/2018,5/15/2018,"Phoenix, AZ  (PHO)",MercyFirst,Discharged Under other approp circumstances,DISCHARGED,8/27/2018,Zero Tolerance Policy
11,F,Guatemala,5/12/2018,5/12/2018,5/13/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
12,F,Guatemala,5/12/2018,5/12/2018,5/13/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
7,M,El Salvador,5/12/2018,5/12/2018,5/15/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
12,M,Guatemala,5/12/2018,5/13/2018,5/13/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
16,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,,Youth For Tomorrow,Reunited with Sep Parent,DISCHARGED,,Zero Tolerance Policy
8,F,El Salvador,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
11,M,Guatemala,5/12/2018,5/13/2018,5/13/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
6,F,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,8/30/2018,Zero Tolerance Policy
5,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
7,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
14,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Youth For Tomorrow,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
16,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Youth For Tomorrow,Still in Care,ADMITTED,,Zero Tolerance Policy
16,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Youth For Tomorrow,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
5,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
8,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
9,F,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
12,M,Guatemala,5/12/2018,5/13/2018,5/13/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
11,F,Guatemala,5/12/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Bethany Christian Services Maryland,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
13,M,Guatemala,5/12/2018,5/13/2018,5/14/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
5,M,Guatemala,5/12/2018,5/13/2018,5/14/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
8,M,Guatemala,5/12/2018,5/13/2018,5/14/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
A,B,C,D,E,F,G,H,I,J,K,L
11,M,Guatemala,5/13/2018,5/13/2018,5/14/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/9/2018,Zero Tolerance Policy
12,M,India,5/13/2018,5/13/2018,5/15/2018,"Phoenix, AZ  (PHO)",Heartland Intl Childrens RC,Discharged Under other approp circumstances,DISCHARGED,7/4/2018,Zero Tolerance Policy
11,M,Guatemala,5/13/2018,5/14/2018,5/16/2018,"Phoenix, AZ  (PHO)",BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
16,M,Guatemala,5/14/2018,5/14/2018,5/16/2018,"Phoenix, AZ  (PHO)",BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
16,M,Guatemala,5/14/2018,5/14/2018,5/16/2018,"Phoenix, AZ  (PHO)",CC Houston,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy
16,M,Guatemala,5/14/2018,5/14/2018,5/16/2018,"Phoenix, AZ  (PHO)",CC Houston,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
9,F,Guatemala,5/14/2018,5/14/2018,5/16/2018,"Phoenix, AZ  (PHO)",David and Margaret,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
17,M,Guatemala,5/14/2018,5/14/2018,5/16/2018,"Phoenix, AZ  (PHO)",St. PJs Childrens Home,Discharged Under other approp circumstances,DISCHARGED,12/2/2018,Zero Tolerance Policy
7,F,Guatemala,5/14/2018,5/15/2018,5/15/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,9/5/2018,Zero Tolerance Policy
7,F,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Leake and Watts TFC,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
8,F,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Leake and Watts TFC,Discharged Under other approp circumstances,DISCHARGED,9/6/2018,Zero Tolerance Policy
10,M,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Catholic Guardian Services TFC,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
13,F,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
15,M,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
8,M,Honduras,5/14/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Discharged Under other approp circumstances,DISCHARGED,7/2/2018,Zero Tolerance Policy
16,M,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
7,M,Guatemala,5/14/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
7,F,Guatemala,5/14/2018,5/15/2018,5/16/2018,"Phoenix, AZ  (PHO)",Holy Family Institute,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy
11,F,Guatemala,5/14/2018,5/15/2018,5/16/2018,"Phoenix, AZ  (PHO)",Holy Family Institute,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
17,F,Guatemala,5/14/2018,5/15/2018,5/16/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Quetzal,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
14,M,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy
9,M,Guatemala,5/14/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
12,M,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,8/24/2018,Zero Tolerance Policy
6,F,Guatemala,5/14/2018,5/17/2018,5/17/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
6,M,Guatemala,5/14/2018,5/16/2018,5/18/2018,"Phoenix, AZ  (PHO)",BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy
6,M,Honduras,5/14/2018,5/16/2018,5/18/2018,"Phoenix, AZ  (PHO)",Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
8,M,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
13,F,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Abbott House Shelter,Discharged Under other approp circumstances,DISCHARGED,7/10/2018,Zero Tolerance Policy
9,M,Guatemala,5/14/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
8,M,Guatemala,5/14/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
14,M,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
14,F,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Catholic Charities Boystown,Reunited with Sep Parent,DISCHARGED,6/9/2018,Zero Tolerance Policy
15,F,Guatemala,5/14/2018,5/15/2018,5/17/2018,"Phoenix, AZ  (PHO)",Catholic Charities Boystown,Reunited with Sep Parent,DISCHARGED,6/9/2018,Zero Tolerance Policy
14,M,Honduras,5/15/2018,5/15/2018,5/16/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
6,F,Guatemala,5/15/2018,5/16/2018,5/18/2018,"Phoenix, AZ  (PHO)",Bokenkamp TFC,Discharged Under other approp circumstances,DISCHARGED,7/11/2018,Zero Tolerance Policy
17,M,Guatemala,5/15/2018,5/16/2018,5/18/2018,"Phoenix, AZ  (PHO)",Homestead,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
15,M,Guatemala,5/15/2018,5/16/2018,5/16/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Lighthouse,Discharged Under other approp circumstances,DISCHARGED,8/17/2018,Zero Tolerance Policy
12,F,El Salvador,5/16/2018,5/16/2018,5/16/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy
10,F,El Salvador,5/16/2018,5/16/2018,5/16/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
17,F,Guatemala,5/16/2018,5/16/2018,5/16/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
7,F,Guatemala,5/16/2018,5/16/2018,5/18/2018,"Phoenix, AZ  (PHO)",Bethany Christian Services TFC,Discharged Under other approp circumstances,DISCHARGED,7/1/2018,Zero Tolerance Policy
5,F,Honduras,5/16/2018,5/16/2018,5/18/2018,"Phoenix, AZ  (PHO)",Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
6,M,Guatemala,5/16/2018,5/16/2018,5/18/2018,"Phoenix, AZ  (PHO)",Bokenkamp TFC,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
17,M,Guatemala,5/16/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
7,F,Guatemala,5/16/2018,5/17/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
16,M,Guatemala,5/17/2018,5/17/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
11,M,Guatemala,5/16/2018,5/17/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
16,F,Guatemala,5/16/2018,5/17/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
17,M,Guatemala,5/16/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
5,F,Guatemala,5/17/2018,5/17/2018,5/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
10,M,Guatemala,5/17/2018,5/17/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
5,M,Guatemala,5/17/2018,5/17/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
15,M,Guatemala,5/17/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
15,M,Guatemala,5/17/2018,5/17/2018,5/19/2018,"Phoenix, AZ  (PHO)",Rite of Passage ‐ Sycamore,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
7,M,Guatemala,5/17/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/9/2018,Zero Tolerance Policy
9,F,Guatemala,5/17/2018,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/9/2018,Zero Tolerance Policy
15,M,Guatemala,5/17/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Las Palmas,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
5,M,Guatemala,5/16/2018,5/18/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
A,B,C,D,E,F,G,H,I,J,K,L
14,F,Guatemala,5/17/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
6,M,Guatemala,5/16/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,10/24/2018,Zero Tolerance Policy
6,M,Guatemala,5/17/2018,5/17/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/6/2018,Zero Tolerance Policy
8,M,Guatemala,5/17/2018,5/18/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
10,F,Guatemala,5/17/2018,5/18/2018,5/20/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
9,M,Guatemala,5/17/2018,5/19/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
11,M,Guatemala,5/17/2018,5/18/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
14,M,Guatemala,5/17/2018,5/18/2018,5/18/2018,"Phoenix, AZ  (PHO)",A New Leaf – Dorothy Mitchell,Discharged Under other approp circumstances,DISCHARGED,6/30/2018,Zero Tolerance Policy
5,F,Guatemala,5/17/2018,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
14,M,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",A New Leaf – Dorothy Mitchell,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
7,M,Guatemala,5/17/2018,5/18/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
7,F,Guatemala,5/17/2018,5/19/2018,5/20/2018,"Phoenix, AZ  (PHO)",KidsPeace,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
7,M,Guatemala,5/17/2018,5/18/2018,5/20/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
11,F,Guatemala,5/17/2018,5/18/2018,5/20/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
8,M,Guatemala,5/17/2018,5/18/2018,5/18/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
16,F,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",Homestead,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
5,M,Guatemala,5/17/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
14,M,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/9/2018,Zero Tolerance Policy
7,M,Guatemala,5/17/2018,5/18/2018,5/20/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
14,M,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
14,M,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
14,F,Guatemala,5/17/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Homestead,Reunited with Sep Parent,DISCHARGED,8/29/2018,Zero Tolerance Policy
8,M,Guatemala,5/17/2018,5/18/2018,5/20/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
17,M,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Discharged Under other approp circumstances,DISCHARGED,9/21/2018,Zero Tolerance Policy
12,F,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Las Palmas,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
5,F,Guatemala,5/17/2018,5/18/2018,5/20/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
17,F,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Las Palmas,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
6,F,Guatemala,5/17/2018,5/18/2018,5/20/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
14,M,Guatemala,5/17/2018,5/20/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
15,F,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Antigua,Discharged Under other approp circumstances,DISCHARGED,10/7/2018,Zero Tolerance Policy
9,M,Guatemala,5/17/2018,5/20/2018,5/21/2018,"Phoenix, AZ  (PHO)",Crittenton Shelter,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
16,M,Guatemala,5/17/2018,5/18/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Glendale,Reunited with Sep Parent,DISCHARGED,5/26/2018,Zero Tolerance Policy
7,M,El Salvador,5/17/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
9,M,Guatemala,5/17/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
16,M,Guatemala,5/17/2018,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
17,M,Guatemala,5/17/2018,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
7,M,Guatemala,5/18/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
8,F,Guatemala,5/18/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
14,M,Guatemala,5/18/2018,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
12,M,Guatemala,5/18/2018,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Rite of Passage ‐ Sycamore,Reunited with Sep Parent,DISCHARGED,7/9/2018,Zero Tolerance Policy
17,F,Guatemala,5/18/2018,5/19/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key Las Palmas,Discharged Under other approp circumstances,DISCHARGED,11/10/2018,Zero Tolerance Policy
13,M,Guatemala,5/18/2018,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
12,M,El Salvador,5/18/2018,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
16,M,Guatemala,5/18/2018,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,10/17/2018,Zero Tolerance Policy
16,M,Guatemala,5/18/2018,5/19/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,10/12/2018,Zero Tolerance Policy
7,M,Guatemala,5/18/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
8,M,Guatemala,5/18/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/6/2018,Zero Tolerance Policy
9,F,Guatemala,5/18/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
7,M,Guatemala,5/18/2018,5/19/2018,5/22/2018,"Phoenix, AZ  (PHO)",BCFS Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
10,F,Guatemala,5/18/2018,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
