,AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation,lat,lon,Duration
2319,14,M,Guatemala,2018-04-07,4/8/2018,4/9/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,32.241632,-110.97948,107
2318,4,F,Guatemala,2018-04-07,4/7/2018,4/7/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,33.50126,-112.11539,94
2317,15,M,Guatemala,2018-04-07,4/9/2018,4/9/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Discharged Under other approp circumstances,DISCHARGED,9/12/2018,Zero Tolerance Policy,32.241632,-110.97948,158
2394,12,M,Guatemala,2018-04-09,4/9/2018,4/9/2018,El Paso  (ELP),St. Peter-St. Joseph Children’s Home,Discharged Under other approp circumstances,DISCHARGED,12/17/2018,Zero Tolerance Policy,29.389510605840876,-98.49270134222061,252
2320,6,M,Guatemala,2018-04-09,4/10/2018,4/11/2018,"Phoenix, AZ  (PHO)",Southwest Key - Combes),Discharged Under other approp circumstances,DISCHARGED,12/23/2018,Zero Tolerance Policy,26.239331,-97.729311,258
2322,5,F,Guatemala,2018-04-10,4/10/2018,4/11/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,40.8088,-73.9307,107
2321,4,F,Guatemala,2018-04-10,4/10/2018,4/11/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Discharged Under other approp circumstances,DISCHARGED,7/11/2018,Zero Tolerance Policy,33.50126,-112.11539,92
423,9,M,Romania,2018-04-10,4/10/2018,4/11/2018,Harlingen (SNA),Heartland International Children’s Center,Reunited with Sep Parent,DISCHARGED,6/6/2018,Zero Tolerance Policy,41.88621532425004,-87.62569283046726,57
425,7,M,Romania,2018-04-10,4/11/2018,4/12/2018,Harlingen (SNA),Heartland International Children’s Center,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,41.88621532425004,-87.62569283046726,94
11,8,M,Guatemala,2018-04-10,4/11/2018,4/11/2018,"Phoenix, AZ  (PHO)",Southwest Key - Hacienda del Sol,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.59771115911375,-112.30353218770304,104
2392,11,F,Guatemala,2018-04-10,4/10/2018,4/11/2018,Del Rio (DRO),Southwest Key - Combes),Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.239331,-97.729311,103
424,7,F,Romania,2018-04-10,4/10/2018,4/11/2018,Harlingen (SNA),Heartland International Children’s Center,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,41.88621532425004,-87.62569283046726,101
426,16,F,Romania,2018-04-11,4/13/2018,4/14/2018,Harlingen (SNA),Heartland International Children’s Center,Reunited with Sep Parent,DISCHARGED,8/27/2018,Zero Tolerance Policy,41.88621532425004,-87.62569283046726,138
2404,16,M,Guatemala,2018-04-11,4/11/2018,4/12/2018,Del Rio (DRO),BCFS Baytown,Discharged Under other approp circumstances,DISCHARGED,1/10/2019,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,274
2456,15,M,Guatemala,2018-04-12,4/12/2018,4/14/2018,El Paso  (ELP),Rite of Passage ‐ Canyon,Reunited with Sep Parent,DISCHARGED,11/9/2018,Zero Tolerance Policy,39.02370722608039,-119.74993309546248,211
427,7,F,Honduras,2018-04-12,4/13/2018,4/13/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,8/16/2018,Zero Tolerance Policy,27.7177065686254,-97.34968717809491,126
2467,15,M,Honduras,2018-04-12,4/12/2018,4/13/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,9/25/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,166
2397,12,M,Honduras,2018-04-13,4/13/2018,4/14/2018,Laredo (LRD),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,9/19/2018,Zero Tolerance Policy,40.8088,-73.9307,159
19,0,M,Mexico,2018-04-13,4/14/2018,4/14/2018,"Phoenix, AZ  (PHO)",Southwest Key - Hacienda del Sol,Discharged Under other approp circumstances,DISCHARGED,8/19/2018,Zero Tolerance Policy,33.59771115911375,-112.30353218770304,128
2399,15,M,Romania,2018-04-14,4/14/2018,4/15/2018,Laredo (LRD),Heartland International Children’s Reception Center,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,41.889183,-87.632519,101
2398,17,M,Romania,2018-04-14,4/14/2018,4/15/2018,Laredo (LRD),Heartland International Children’s Reception Center,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,41.889183,-87.632519,101
2400,14,M,Romania,2018-04-14,4/14/2018,4/15/2018,Laredo (LRD),Heartland International Children’s Reception Center,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,41.889183,-87.632519,101
2324,8,M,Guatemala,2018-04-14,4/14/2018,4/16/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,9/16/2018,Zero Tolerance Policy,40.8088,-73.9307,155
850,7,M,Guatemala,2018-04-14,4/15/2018,4/16/2018,Harlingen (SNA),Southwest Key - El Presidente,Discharged Under other approp circumstances,DISCHARGED,8/6/2018,Zero Tolerance Policy,25.944447,-97.450052,114
2323,12,M,Guatemala,2018-04-14,4/14/2018,4/15/2018,"Phoenix, AZ  (PHO)",Southwest Key - Conroe,Discharged Under other approp circumstances,DISCHARGED,8/18/2018,Zero Tolerance Policy,30.371544,-95.512041,126
2326,9,M,Guatemala,2018-04-15,4/16/2018,4/17/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,40.8088,-73.9307,102
2327,11,M,Guatemala,2018-04-15,4/16/2018,4/17/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,40.8088,-73.9307,102
2396,3,F,Congo,2018-04-15,4/15/2018,4/16/2018,,Heartland International Children’s Center,Discharged Under other approp circumstances,DISCHARGED,7/8/2018,Zero Tolerance Policy,41.88621532425004,-87.62569283046726,84
2325,3,F,Honduras,2018-04-15,4/16/2018,4/16/2018,"Phoenix, AZ  (PHO)",Southwest Key - Hacienda del Sol,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,33.59771115911375,-112.30353218770304,86
2355,2,F,Guatemala,2018-04-16,4/16/2018,4/17/2018,"Phoenix, AZ  (PHO)",Southwest Key - Hacienda del Sol,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,33.59771115911375,-112.30353218770304,85
2356,5,M,Guatemala,2018-04-16,4/20/2018,4/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,40.8088,-73.9307,88
2357,15,M,Guatemala,2018-04-16,4/20/2018,4/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,40.8088,-73.9307,88
2358,7,F,Guatemala,2018-04-16,4/17/2018,4/17/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,99
2468,7,M,Honduras,2018-04-16,4/16/2018,4/17/2018,Harlingen (SNA),Southwest Key - Combes),Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,26.239331,-97.729311,99
854,6,M,El Salvador,2018-04-16,4/17/2018,4/18/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,6/20/2018,Zero Tolerance Policy,27.7177065686254,-97.34968717809491,65
398,14,M,Honduras,2018-04-16,4/17/2018,4/17/2018,Harlingen (SNA),BCFS - Raymondville,Reunited with Sep Parent,DISCHARGED,5/23/2018,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,37
2457,12,F,Mexico,2018-04-17,4/17/2018,4/17/2018,El Paso  (ELP),Southwest Key - Casita del Valle,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,31.5319521,-106.2326139,97
406,5,M,Guatemala,2018-04-17,4/17/2018,4/18/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,27.7177065686254,-97.34968717809491,95
2351,16,M,Mexico,2018-04-17,4/18/2018,4/19/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Lighthouse,Reunited with Sep Parent,DISCHARGED,8/31/2018,Zero Tolerance Policy,33.48223657383026,-112.05129575847694,136
2359,17,M,Guatemala,2018-04-17,4/17/2018,4/18/2018,"Phoenix, AZ  (PHO)",Southwest Key - Glendale,Discharged Under other approp circumstances,DISCHARGED,5/26/2018,Zero Tolerance Policy,33.542104,-112.169822,39
2361,10,F,Guatemala,2018-04-18,4/19/2018,4/20/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,40.8088,-73.9307,109
2401,12,F,Honduras,2018-04-18,4/18/2018,4/19/2018,Del Rio (DRO),Southwest Key - Casa Blanca,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,29.7052,-98.495848,91
2458,13,M,Guatemala,2018-04-18,4/19/2018,4/20/2018,El Paso  (ELP),Southwest Key - Casa Kokopelli,Discharged Under other approp circumstances,DISCHARGED,12/2/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,228
2469,14,M,Honduras,2018-04-18,4/19/2018,4/19/2018,Harlingen (SNA),Upbring New Hope Children’s Center,Discharged Under other approp circumstances,DISCHARGED,8/30/2018,Zero Tolerance Policy,26.210123491244904,-98.21048473254535,134
407,6,M,Honduras,2018-04-18,4/19/2018,4/20/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,96
2360,8,F,Guatemala,2018-04-18,4/19/2018,4/20/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,40.8088,-73.9307,109
372,7,M,Guatemala,2018-04-19,4/19/2018,4/20/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40.8088,-73.9307,94
2402,6,M,Honduras,2018-04-19,4/19/2018,4/20/2018,Del Rio (DRO),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,10/9/2018,Zero Tolerance Policy,40.8088,-73.9307,173
2403,17,M,Honduras,2018-04-19,4/19/2018,4/20/2018,Del Rio (DRO),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,10/9/2018,Zero Tolerance Policy,40.8088,-73.9307,173
461,16,M,Honduras,2018-04-20,4/21/2018,4/22/2018,El Paso  (ELP),Southwest Key - Casa Phoenix,Still in Care,ADMITTED,,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,0
2362,13,F,Guatemala,2018-04-20,4/21/2018,4/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Las Palmas,Reunited with Sep Parent,DISCHARGED,11/16/2018,Zero Tolerance Policy,33.434662,-111.840591,210
2363,16,M,Guatemala,2018-04-20,4/21/2018,4/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Las Palmas,Discharged Under other approp circumstances,DISCHARGED,12/10/2018,Zero Tolerance Policy,33.434662,-111.840591,234
409,7,M,Honduras,2018-04-20,4/21/2018,4/22/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.8088,-73.9307,96
408,3,F,El Salvador,2018-04-20,4/20/2018,4/21/2018,Harlingen (SNA),Upbring Transitional Foster Care program in El Paso,Reunited with Sep Parent,DISCHARGED,7/2/2018,Zero Tolerance Policy,31.802536523580358,-106.39747593121628,73
2364,4,F,Guatemala,2018-04-20,4/21/2018,4/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Hacienda del Sol,Reunited with Sep Parent,DISCHARGED,9/28/2018,Zero Tolerance Policy,33.59771115911375,-112.30353218770304,161
2365,13,M,Guatemala,2018-04-21,4/22/2018,4/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,9/13/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,145
2366,4,F,Guatemala,2018-04-22,4/23/2018,4/24/2018,"Phoenix, AZ  (PHO)",BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,79
857,12,M,Guatemala,2018-04-23,4/24/2018,4/26/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/7/2018,Zero Tolerance Policy,40.8088,-73.9307,106
856,10,F,Guatemala,2018-04-23,4/24/2018,4/26/2018,Harlingen (SNA),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,9/1/2018,Zero Tolerance Policy,40.8088,-73.9307,131
462,9,F,Guatemala,2018-04-23,4/24/2018,4/24/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,9/27/2018,Zero Tolerance Policy,40.8088,-73.9307,157
2470,10,M,El Salvador,2018-04-24,4/24/2018,4/25/2018,Harlingen (SNA),Southwest Key - El Presidente,Discharged Under other approp circumstances,DISCHARGED,8/6/2018,Zero Tolerance Policy,25.944447,-97.450052,104
2471,5,M,Honduras,2018-04-24,4/24/2018,4/26/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.8088,-73.9307,92
2367,5,F,Honduras,2018-04-24,4/25/2018,4/26/2018,"Phoenix, AZ  (PHO)",Upbring Transitional Foster Care program in El Paso,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,31.802536523580358,-106.39747593121628,85
874,3,F,Guatemala,2018-04-25,4/27/2018,4/28/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,10/9/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,167
2369,14,F,Guatemala,2018-04-25,3/12/2019,3/12/2019,"Phoenix, AZ  (PHO)",David and Margaret Youth and Family Services,Still in Care,ADMITTED,,Zero Tolerance Policy,34.10275439771937,-117.78526757637746,0
2368,17,M,Guatemala,2018-04-25,4/26/2018,4/26/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,88
873,14,M,Guatemala,2018-04-25,4/27/2018,4/28/2018,Harlingen (SNA),Southwest Key - Casa Montezuma,Discharged Under other approp circumstances,DISCHARGED,7/28/2018,Zero Tolerance Policy,29.774397,-95.145021,94
876,5,M,Honduras,2018-04-26,4/28/2018,4/29/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,89
875,6,M,Honduras,2018-04-26,4/27/2018,4/28/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,9/21/2018,Zero Tolerance Policy,40.8088,-73.9307,148
401,16,M,Guatemala,2018-04-26,4/30/2018,4/29/2018,Harlingen (SNA),BCFS - Raymondville,Discharged Under other approp circumstances,DISCHARGED,5/23/2018,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,27
463,17,M,Honduras,2018-04-27,4/28/2018,4/30/2018,El Paso  (ELP),Southwest Key - Casa Kokopelli,Discharged Under other approp circumstances,DISCHARGED,7/4/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,68
358,15,F,Congo,2018-04-27,4/28/2018,4/29/2018,San Diego  (SND),Heartland International Children’s Reception Center,Discharged Under other approp circumstances,DISCHARGED,9/29/2018,Zero Tolerance Policy,41.889183,-87.632519,155
2225,8,F,Honduras,2018-04-27,4/28/2018,4/29/2018,San Diego  (SND),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,40.8088,-73.9307,91
2472,7,F,Brazil,2018-04-27,4/27/2018,4/28/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,85
2224,12,M,Honduras,2018-04-27,4/28/2018,4/29/2018,San Diego  (SND),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,40.8088,-73.9307,91
2223,15,F,Honduras,2018-04-27,4/28/2018,4/29/2018,San Diego  (SND),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,40.8088,-73.9307,91
2222,17,F,Honduras,2018-04-27,4/28/2018,4/29/2018,San Diego  (SND),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,40.8088,-73.9307,91
2221,12,M,El Salvador,2018-04-27,4/28/2018,4/29/2018,San Diego  (SND),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,40.8088,-73.9307,85
2370,16,M,Guatemala,2018-04-27,4/28/2018,4/28/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Kokopelli,Discharged Under other approp circumstances,DISCHARGED,1/19/2019,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,267
2371,14,M,Guatemala,2018-04-27,4/29/2018,4/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Lighthouse,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.48223657383026,-112.05129575847694,87
2226,8,M,Honduras,2018-04-27,4/28/2018,4/29/2018,San Diego  (SND),Nuevo Amanecer Latino Children Services,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,34.28755910934501,-118.43619217796676,89
877,3,F,El Salvador,2018-04-28,4/30/2018,4/30/2018,Harlingen (SNA),Rising Ground,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy,40.69217204490131,-73.98591825255677,74
2405,3,M,Honduras,2018-04-28,4/29/2018,4/30/2018,El Paso  (ELP),Rising Ground,Reunited with Sep Parent,DISCHARGED,9/1/2018,Zero Tolerance Policy,40.69217204490131,-73.98591825255677,126
2407,3,M,Honduras,2018-04-28,4/29/2018,4/30/2018,Del Rio (DRO),Rising Ground,Discharged Under other approp circumstances,DISCHARGED,6/30/2018,Zero Tolerance Policy,40.69217204490131,-73.98591825255677,63
2372,11,M,Guatemala,2018-04-28,4/28/2018,4/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,74
2373,16,F,Guatemala,2018-04-29,4/29/2018,4/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,6/1/2018,Zero Tolerance Policy,33.50126,-112.11539,33
402,15,M,Honduras,2018-04-29,4/29/2018,4/30/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,88
2374,6,M,Honduras,2018-04-29,4/30/2018,4/30/2018,"Phoenix, AZ  (PHO)",Southwest Key - Hacienda del Sol,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,33.59771115911375,-112.30353218770304,80
878,14,M,Guatemala,2018-04-30,3/13/2019,3/13/2019,Harlingen (SNA),JCCA,Still in Care,ADMITTED,,Zero Tolerance Policy,41.129272265170066,-73.77766517339191,0
12,14,M,Guatemala,2018-04-30,5/1/2018,5/1/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Discharged Under other approp circumstances,DISCHARGED,7/1/2018,Zero Tolerance Policy,32.241632,-110.97948,62
879,1,M,Honduras,2018-04-30,5/1/2018,5/2/2018,Harlingen (SNA),Lutheran Social Services of New York Safe Haven for Children,Discharged Under other approp circumstances,DISCHARGED,10/15/2018,Zero Tolerance Policy,40.81396993020305,-73.9664686138336,168
2375,3,M,Guatemala,2018-04-30,5/1/2018,5/2/2018,"Phoenix, AZ  (PHO)",Upbring Transitional Foster Care program in El Paso,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,31.802536523580358,-106.39747593121628,71
842,16,M,Mexico,2018-04-30,5/1/2018,5/1/2018,San Diego  (SND),Southwest Key - San Diego',Still in Care,ADMITTED,,Zero Tolerance Policy,32.807801,-116.937924,0
2378,11,M,Guatemala,2018-04-30,5/1/2018,5/2/2018,"Phoenix, AZ  (PHO)",MercyFirst,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,40.82190315799205,-73.48837767356392,85
2379,7,F,Honduras,2018-04-30,5/1/2018,5/2/2018,"Phoenix, AZ  (PHO)",MercyFirst,Reunited with Sep Parent,DISCHARGED,9/19/2018,Zero Tolerance Policy,40.82190315799205,-73.48837767356392,142
2377,9,F,Guatemala,2018-04-30,5/1/2018,5/2/2018,"Phoenix, AZ  (PHO)",BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,80
2381,6,M,Guatemala,2018-04-30,5/1/2018,5/3/2018,"Phoenix, AZ  (PHO)",Southwest Key - Combes),Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.239331,-97.729311,83
2380,17,F,Guatemala,2018-04-30,5/1/2018,5/3/2018,"Phoenix, AZ  (PHO)",Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,26.123897,-97.632978,79
464,5,M,Guatemala,2018-04-30,5/1/2018,5/3/2018,El Paso  (ELP),Bethany Christian Services TFC - Baltimore,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,38.98937137244992,-76.69293258909268,80
2382,13,F,Guatemala,2018-05-01,5/2/2018,5/2/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,84
2376,7,F,Guatemala,2018-05-01,5/1/2018,5/3/2018,"Phoenix, AZ  (PHO)",Bethany Christian Services TFC - Baltimore,Reunited with Sep Parent,DISCHARGED,9/24/2018,Zero Tolerance Policy,38.98937137244992,-76.69293258909268,146
428,6,M,Guatemala,2018-05-01,5/2/2018,5/3/2018,El Paso  (ELP),Upbring Transitional Foster Care program in El Paso,Still in Care,ADMITTED,,Zero Tolerance Policy,31.802536523580358,-106.39747593121628,0
887,14,M,Honduras,2018-05-01,5/2/2018,5/2/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.94322,-97.42408,82
